All calculations,Synchronous Generator 1,Synchronous Generator 2,Synchronous Generator 3
"Time in s","Reactive Power in Mvar","Reactive Power in Mvar","Reactive Power in Mvar"
3.5226,0.5312,0.5312,0.5219
3.5326,0.5320,0.5320,0.5222
3.5426,0.5328,0.5328,0.5224
3.5526,0.5336,0.5336,0.5227
3.5626,0.5343,0.5343,0.5230
3.5726,0.5350,0.5350,0.5232
3.5826,0.5358,0.5358,0.5235
3.5926,0.5365,0.5365,0.5239
3.6026,0.5372,0.5372,0.5242
3.6126,0.5379,0.5379,0.5245
3.6226,0.5385,0.5385,0.5249
3.6326,0.5392,0.5392,0.5253
3.6426,0.5398,0.5398,0.5257
3.6526,0.5404,0.5404,0.5262
3.6626,0.5410,0.5410,0.5266
3.6726,0.5416,0.5416,0.5271
3.6826,0.5422,0.5422,0.5276
3.6926,0.5427,0.5427,0.5281
3.7026,0.5432,0.5432,0.5287
3.7126,0.5437,0.5437,0.5293
3.7226,0.5442,0.5442,0.5299
3.7326,0.5447,0.5447,0.5305
3.7426,0.5451,0.5451,0.5312
3.7526,0.5456,0.5456,0.5318
3.7626,0.5459,0.5459,0.5325
3.7726,0.5463,0.5463,0.5332
3.7826,0.5467,0.5467,0.5339
3.7926,0.5471,0.5471,0.5346
3.8026,0.5475,0.5475,0.5353
3.8126,0.5478,0.5478,0.5361
3.8226,0.5482,0.5482,0.5368
3.8326,0.5485,0.5485,0.5375
3.8426,0.5489,0.5489,0.5383
3.8526,0.5492,0.5492,0.5390
3.8626,0.5495,0.5495,0.5397
3.8726,0.5498,0.5498,0.5404
3.8826,0.5500,0.5500,0.5411
3.8926,0.5503,0.5503,0.5417
3.9026,0.5506,0.5506,0.5424
3.9126,0.5509,0.5509,0.5430
3.9226,0.5512,0.5512,0.5437
3.9326,0.5515,0.5515,0.5443
3.9426,0.5518,0.5518,0.5449
3.9526,0.5520,0.5520,0.5454
3.9626,0.5523,0.5523,0.5460
3.9726,0.5526,0.5526,0.5465
3.9826,0.5529,0.5529,0.5469
3.9926,0.5532,0.5532,0.5474
4.0026,0.5534,0.5534,0.5478
4.0126,0.5537,0.5537,0.5482
4.0226,0.5540,0.5540,0.5485
4.0326,0.5543,0.5543,0.5489
4.0426,0.5546,0.5546,0.5492
4.0526,0.5549,0.5549,0.5495
4.0626,0.5552,0.5552,0.5498
4.0726,0.5555,0.5555,0.5500
4.0826,0.5558,0.5558,0.5502
4.0926,0.5561,0.5561,0.5504
4.1026,0.5564,0.5564,0.5506
4.1126,0.5567,0.5567,0.5507
4.1226,0.5570,0.5570,0.5509
4.1326,0.5574,0.5574,0.5510
4.1426,0.5577,0.5577,0.5511
4.1526,0.5580,0.5580,0.5512
4.1626,0.5583,0.5583,0.5513
4.1726,0.5586,0.5586,0.5513
4.1826,0.5589,0.5589,0.5514
4.1926,0.5592,0.5592,0.5515
4.2026,0.5595,0.5595,0.5515
4.2126,0.5598,0.5598,0.5516
4.2226,0.5601,0.5601,0.5516
4.2326,0.5604,0.5604,0.5517
4.2426,0.5607,0.5607,0.5517
4.2526,0.5610,0.5610,0.5518
4.2626,0.5613,0.5613,0.5518
4.2726,0.5615,0.5615,0.5519
4.2826,0.5618,0.5618,0.5520
4.2926,0.5621,0.5621,0.5521
4.3026,0.5623,0.5623,0.5522
4.3126,0.5626,0.5626,0.5523
4.3226,0.5628,0.5628,0.5524
4.3326,0.5630,0.5630,0.5525
4.3426,0.5633,0.5633,0.5527
4.3526,0.5635,0.5635,0.5528
4.3626,0.5637,0.5637,0.5530
4.3726,0.5639,0.5639,0.5532
4.3826,0.5641,0.5641,0.5534
4.3926,0.5643,0.5643,0.5536
4.4026,0.5644,0.5644,0.5538
4.4126,0.5646,0.5646,0.5540
4.4226,0.5648,0.5648,0.5543
4.4326,0.5649,0.5649,0.5545
4.4426,0.5651,0.5651,0.5548
4.4526,0.5652,0.5652,0.5551
4.4626,0.5653,0.5653,0.5553
4.4726,0.5655,0.5655,0.5556
4.4826,0.5656,0.5656,0.5559
4.4926,0.5657,0.5657,0.5562
4.5026,0.5658,0.5658,0.5565
4.5126,0.5659,0.5659,0.5568
4.5226,0.5660,0.5660,0.5571
4.5326,0.5662,0.5662,0.5574
4.5426,0.5663,0.5663,0.5577
4.5526,0.5664,0.5664,0.5580
4.5626,0.5664,0.5664,0.5583
4.5726,0.5665,0.5665,0.5586
4.5826,0.5666,0.5666,0.5588
4.5926,0.5667,0.5667,0.5591
4.6026,0.5667,0.5667,0.5594
4.6126,0.5668,0.5668,0.5596
4.6226,0.5669,0.5669,0.5599
4.6326,0.5670,0.5670,0.5601
4.6426,0.5671,0.5671,0.5604
4.6526,0.5672,0.5672,0.5606
4.6626,0.5673,0.5673,0.5608
4.6726,0.5674,0.5674,0.5610
4.6826,0.5674,0.5674,0.5611
4.6926,0.5675,0.5675,0.5613
4.7026,0.5676,0.5676,0.5614
4.7126,0.5677,0.5677,0.5616
4.7226,0.5678,0.5678,0.5617
4.7326,0.5679,0.5679,0.5618
4.7426,0.5680,0.5680,0.5619
4.7526,0.5680,0.5680,0.5620
4.7626,0.5681,0.5681,0.5621
4.7726,0.5682,0.5682,0.5621
4.7826,0.5683,0.5683,0.5622
4.7926,0.5684,0.5684,0.5622
4.8026,0.5685,0.5685,0.5623
4.8126,0.5686,0.5686,0.5623
4.8226,0.5687,0.5687,0.5623
4.8326,0.5688,0.5688,0.5623
4.8426,0.5689,0.5689,0.5623
4.8526,0.5690,0.5690,0.5623
4.8626,0.5691,0.5691,0.5623
4.8726,0.5692,0.5692,0.5623
4.8826,0.5693,0.5693,0.5623
4.8926,0.5694,0.5694,0.5622
4.9026,0.5695,0.5695,0.5622
4.9126,0.5696,0.5696,0.5622
