All calculations,Synchronous Generator 1,Synchronous Generator 2,Synchronous Generator 3
"Time in s","Reactive Power in Mvar","Reactive Power in Mvar","Reactive Power in Mvar"
2.1626,0.3187,0.3187,0.3187
2.1726,0.3188,0.3188,0.3188
2.1826,0.3188,0.3188,0.3188
2.1926,0.3189,0.3189,0.3189
2.2026,0.3189,0.3189,0.3189
2.2126,0.3189,0.3189,0.3189
2.2226,0.3190,0.3190,0.3190
2.2326,0.3191,0.3191,0.3191
2.2426,0.3192,0.3192,0.3192
2.2526,0.3193,0.3193,0.3193
2.2626,0.3194,0.3194,0.3194
2.2726,0.3195,0.3195,0.3195
2.2826,0.3195,0.3195,0.3195
2.2926,0.3196,0.3196,0.3196
2.3026,0.3196,0.3196,0.3196
2.3126,0.3196,0.3196,0.3196
2.3226,0.3196,0.3196,0.3196
2.3326,0.3196,0.3196,0.3196
2.3426,0.3196,0.3196,0.3196
2.3526,0.3196,0.3196,0.3196
2.3626,0.3197,0.3197,0.3197
2.3726,0.3197,0.3197,0.3197
2.3826,0.3198,0.3198,0.3198
2.3926,0.3198,0.3198,0.3198
2.4026,0.3199,0.3199,0.3199
2.4126,0.3199,0.3199,0.3199
2.4226,0.3199,0.3199,0.3199
2.4326,0.3199,0.3199,0.3199
2.4426,0.3199,0.3199,0.3199
2.4526,0.3199,0.3199,0.3199
2.4626,0.3199,0.3199,0.3199
2.4726,0.3199,0.3199,0.3199
2.4826,0.3199,0.3199,0.3199
2.4926,0.3199,0.3199,0.3199
2.5026,0.3199,0.3199,0.3199
2.5126,0.3199,0.3199,0.3199
2.5226,0.3199,0.3199,0.3199
2.5326,0.3200,0.3200,0.3200
2.5426,0.3200,0.3200,0.3200
2.5526,0.3200,0.3200,0.3200
2.5626,0.3200,0.3200,0.3200
2.5726,0.3200,0.3200,0.3200
2.5826,0.3200,0.3200,0.3200
2.5926,0.3199,0.3199,0.3199
2.6026,0.3199,0.3199,0.3199
2.6126,0.3199,0.3199,0.3199
2.6226,0.3199,0.3199,0.3199
2.6326,0.3199,0.3199,0.3199
2.6426,0.3199,0.3199,0.3199
2.6526,0.3199,0.3199,0.3199
2.6626,0.3200,0.3200,0.3200
2.6726,0.3200,0.3200,0.3200
2.6826,0.3200,0.3200,0.3200
2.6926,0.3200,0.3200,0.3200
2.7026,0.3200,0.3200,0.3200
2.7126,0.3200,0.3200,0.3200
2.7226,0.3199,0.3199,0.3199
2.7326,0.3199,0.3199,0.3199
2.7426,0.3199,0.3199,0.3199
2.7526,0.3199,0.3199,0.3199
2.7626,0.3199,0.3199,0.3199
2.7726,0.3199,0.3199,0.3199
2.7826,0.3199,0.3199,0.3199
2.7926,0.3200,0.3200,0.3200
2.8026,0.3200,0.3200,0.3200
2.8126,0.3200,0.3200,0.3200
2.8226,0.3200,0.3200,0.3200
2.8326,0.3200,0.3200,0.3200
2.8426,0.3200,0.3200,0.3200
2.8526,0.3200,0.3200,0.3200
2.8626,0.3200,0.3200,0.3200
2.8726,0.3200,0.3200,0.3200
2.8826,0.3200,0.3200,0.3200
2.8926,0.3200,0.3200,0.3200
2.9026,0.3200,0.3200,0.3200
2.9126,0.3200,0.3200,0.3200
2.9226,0.3200,0.3200,0.3200
2.9326,0.3200,0.3200,0.3200
2.9426,0.3200,0.3200,0.3200
2.9526,0.3200,0.3200,0.3200
2.9626,0.3200,0.3200,0.3200
2.9726,0.3200,0.3200,0.3200
2.9826,0.3200,0.3200,0.3200
2.9926,0.3200,0.3200,0.3200
3.0026,0.3200,0.3200,0.3200
3.0126,0.3200,0.3200,0.3200
3.0226,0.3200,0.3200,0.3200
3.0326,0.3200,0.3200,0.3200
3.0426,0.3200,0.3200,0.3200
3.0526,0.3200,0.3200,0.3200
3.0626,0.3200,0.3200,0.3200
3.0726,0.3201,0.3201,0.3201
3.0826,0.3201,0.3201,0.3201
3.0926,0.3201,0.3201,0.3201
3.1026,0.3201,0.3201,0.3201
3.1126,0.3201,0.3201,0.3201
3.1226,0.3201,0.3201,0.3201
3.1326,0.3201,0.3201,0.3201
3.1426,0.3201,0.3201,0.3201
3.1526,0.3201,0.3201,0.3201
3.1626,0.3201,0.3201,0.3201
3.1726,0.3201,0.3201,0.3201
3.1826,0.3201,0.3201,0.3201
3.1926,0.3201,0.3201,0.3201
3.2026,0.3201,0.3201,0.3201
3.2126,0.3201,0.3201,0.3201
3.2226,0.3201,0.3201,0.3201
3.2326,0.3201,0.3201,0.3201
3.2426,0.3201,0.3201,0.3201
3.2526,0.3201,0.3201,0.3201
3.2626,0.3201,0.3201,0.3201
3.2726,0.3201,0.3201,0.3201
3.2826,0.3201,0.3201,0.3201
3.2926,0.3201,0.3201,0.3201
3.3026,0.3201,0.3201,0.3201
