All calculations,Busbar WTG1 HV,Busbar WTG1 LV,Busbar WTG2 HV,Busbar WTG2 LV,Busbar WTG3 HV,Busbar WTG3 LV,Drilling AC SWBD\Drilling AC Bus A,Drilling AC SWBD\Drilling AC Bus B,Main SWBD\Main Bus A,Main SWBD\Main Bus B,SG Terminal 1,SG Terminal 2,SG Terminal 3,Terminal AC High Drilling A,Terminal AC High Drilling B,Terminal AC High PEC_VSDc_GEX_01,Terminal AC High PEC_VSDc_GEX_02,Terminal AC High PEC_VSDc_GEX_03,Terminal AC High PEC_VSDc_OEX_01,Terminal AC High PEC_VSDc_OEX_02,Terminal AC High PEC_VSDc_REC,Terminal AC High PEC_VSDc_WIN_01,Terminal AC High PEC_VSDc_WIN_02,Terminal AC Low Drilling A,Terminal AC Low Drilling B,Terminal AC Low PEC_VSDc_GEX_01,Terminal AC Low PEC_VSDc_GEX_02,Terminal AC Low PEC_VSDc_GEX_03,Terminal AC Low PEC_VSDc_OEX_01,Terminal AC Low PEC_VSDc_OEX_02,Terminal AC Low PEC_VSDc_REC,Terminal AC Low PEC_VSDc_WIN_01,Terminal AC Low PEC_VSDc_WIN_02,Terminal AC Low PEC_VSDc_WIN_03,Terminal ACO_01,Terminal ACO_02,Terminal SWL_01,Terminal TRA_UTL400_01,Terminal TRA_UTL400_02,Terminal TRA_UTL690_01,Terminal TRA_UTL690_02,Terminal WindPark,Utility400 SWBD/BusA,Utility400 SWBD/BusB,Utility690 SWBD\Utility690 Bus A,Utility690 SWBD\Utility690 Bus B
"Time in s","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u.","Voltage, Magnitude in p.u."
1.7226,1.0258,1.0257,1.0258,1.0257,1.0258,1.0257,1.0210,1.0210,1.0210,1.0210,1.0212,1.0212,1.0212,1.0210,1.0210,1.0207,1.0195,1.0195,1.0210,1.0209,1.0201,1.0205,1.0205,1.0210,1.0210,1.0178,1.0166,1.0166,1.0192,1.0191,1.0165,1.0175,1.0175,1.0175,1.0208,1.0208,1.0208,0.9864,0.4678,1.0205,0.4679,1.0252,0.9773,0.4677,0.9943,0.4679
1.7326,1.0258,1.0257,1.0258,1.0257,1.0258,1.0257,1.0210,1.0210,1.0210,1.0210,1.0211,1.0211,1.0211,1.0210,1.0210,1.0207,1.0194,1.0194,1.0210,1.0209,1.0200,1.0204,1.0204,1.0210,1.0210,1.0178,1.0166,1.0166,1.0192,1.0191,1.0165,1.0175,1.0175,1.0175,1.0208,1.0208,1.0208,0.9864,0.4638,1.0205,0.4639,1.0252,0.9773,0.4637,0.9943,0.4638
1.7426,1.0258,1.0257,1.0258,1.0257,1.0258,1.0257,1.0210,1.0210,1.0210,1.0210,1.0211,1.0211,1.0211,1.0210,1.0210,1.0207,1.0194,1.0194,1.0210,1.0209,1.0200,1.0204,1.0204,1.0209,1.0209,1.0178,1.0165,1.0165,1.0191,1.0190,1.0165,1.0175,1.0175,1.0175,1.0208,1.0208,1.0208,0.9863,0.4598,1.0205,0.4599,1.0252,0.9773,0.4597,0.9943,0.4598
1.7526,1.0258,1.0256,1.0258,1.0257,1.0258,1.0257,1.0210,1.0210,1.0210,1.0210,1.0211,1.0211,1.0211,1.0210,1.0210,1.0207,1.0194,1.0194,1.0209,1.0208,1.0200,1.0204,1.0204,1.0209,1.0209,1.0178,1.0165,1.0165,1.0191,1.0190,1.0165,1.0174,1.0174,1.0174,1.0207,1.0207,1.0208,0.9863,0.4558,1.0205,0.4559,1.0252,0.9773,0.4557,0.9943,0.4559
1.7626,1.0257,1.0256,1.0258,1.0256,1.0258,1.0256,1.0210,1.0210,1.0210,1.0210,1.0211,1.0211,1.0211,1.0210,1.0210,1.0206,1.0194,1.0194,1.0209,1.0208,1.0200,1.0204,1.0204,1.0209,1.0209,1.0178,1.0165,1.0165,1.0191,1.0190,1.0165,1.0174,1.0174,1.0174,1.0207,1.0207,1.0207,0.9863,0.4519,1.0205,0.4520,1.0252,0.9772,0.4518,0.9942,0.4519
1.7726,1.0257,1.0256,1.0257,1.0256,1.0257,1.0256,1.0209,1.0209,1.0209,1.0209,1.0211,1.0211,1.0211,1.0209,1.0209,1.0206,1.0194,1.0194,1.0209,1.0208,1.0200,1.0204,1.0204,1.0209,1.0209,1.0177,1.0165,1.0165,1.0191,1.0190,1.0164,1.0174,1.0174,1.0174,1.0207,1.0207,1.0207,0.9863,0.4480,1.0204,0.4481,1.0251,0.9772,0.4479,0.9942,0.4481
1.7826,1.0257,1.0256,1.0257,1.0256,1.0257,1.0256,1.0209,1.0209,1.0209,1.0209,1.0210,1.0210,1.0210,1.0209,1.0209,1.0206,1.0193,1.0193,1.0209,1.0208,1.0199,1.0203,1.0203,1.0209,1.0209,1.0177,1.0165,1.0165,1.0191,1.0190,1.0164,1.0174,1.0174,1.0174,1.0207,1.0207,1.0207,0.9863,0.4442,1.0204,0.4442,1.0251,0.9772,0.4440,0.9942,0.4442
1.7926,1.0257,1.0256,1.0257,1.0256,1.0257,1.0256,1.0209,1.0209,1.0209,1.0209,1.0210,1.0210,1.0210,1.0209,1.0209,1.0206,1.0193,1.0193,1.0209,1.0208,1.0199,1.0203,1.0203,1.0209,1.0209,1.0177,1.0165,1.0165,1.0190,1.0189,1.0164,1.0174,1.0174,1.0174,1.0207,1.0207,1.0207,0.9862,0.4404,1.0204,0.4404,1.0251,0.9772,0.4402,0.9942,0.4404
1.8026,1.0257,1.0256,1.0257,1.0256,1.0257,1.0256,1.0209,1.0209,1.0209,1.0209,1.0210,1.0210,1.0210,1.0209,1.0209,1.0206,1.0193,1.0193,1.0209,1.0208,1.0199,1.0203,1.0203,1.0209,1.0209,1.0177,1.0164,1.0164,1.0190,1.0189,1.0164,1.0174,1.0174,1.0174,1.0206,1.0206,1.0207,0.9862,0.4366,1.0204,0.4366,1.0251,0.9772,0.4365,0.9942,0.4366
1.8126,1.0257,1.0255,1.0257,1.0256,1.0257,1.0256,1.0209,1.0209,1.0209,1.0209,1.0210,1.0210,1.0210,1.0209,1.0209,1.0206,1.0193,1.0193,1.0208,1.0207,1.0199,1.0203,1.0203,1.0209,1.0209,1.0177,1.0164,1.0164,1.0190,1.0189,1.0164,1.0173,1.0173,1.0173,1.0206,1.0206,1.0207,0.9862,0.4328,1.0204,0.4329,1.0251,0.9772,0.4327,0.9942,0.4329
1.8226,1.0256,1.0255,1.0257,1.0255,1.0257,1.0255,1.0209,1.0209,1.0209,1.0209,1.0210,1.0210,1.0210,1.0209,1.0209,1.0205,1.0193,1.0193,1.0208,1.0207,1.0199,1.0203,1.0203,1.0209,1.0209,1.0177,1.0164,1.0164,1.0190,1.0189,1.0164,1.0173,1.0173,1.0173,1.0206,1.0206,1.0206,0.9862,0.4292,1.0204,0.4292,1.0251,0.9772,0.4290,0.9941,0.4292
1.8326,1.0256,1.0255,1.0256,1.0255,1.0256,1.0255,1.0208,1.0208,1.0208,1.0208,1.0210,1.0210,1.0210,1.0208,1.0208,1.0205,1.0193,1.0193,1.0208,1.0207,1.0199,1.0203,1.0203,1.0208,1.0208,1.0176,1.0164,1.0164,1.0190,1.0189,1.0163,1.0173,1.0173,1.0173,1.0206,1.0206,1.0206,0.9862,0.4255,1.0203,0.4256,1.0251,0.9771,0.4254,0.9941,0.4255
1.8426,1.0256,1.0255,1.0256,1.0255,1.0256,1.0255,1.0208,1.0208,1.0208,1.0208,1.0210,1.0210,1.0210,1.0208,1.0208,1.0205,1.0193,1.0193,1.0208,1.0207,1.0199,1.0203,1.0203,1.0208,1.0208,1.0176,1.0164,1.0164,1.0190,1.0189,1.0163,1.0173,1.0173,1.0173,1.0206,1.0206,1.0206,0.9862,0.4219,1.0203,0.4219,1.0250,0.9771,0.4217,0.9941,0.4219
1.8526,1.0256,1.0255,1.0256,1.0255,1.0256,1.0255,1.0208,1.0208,1.0208,1.0208,1.0209,1.0209,1.0209,1.0208,1.0208,1.0205,1.0192,1.0192,1.0208,1.0207,1.0198,1.0202,1.0202,1.0208,1.0208,1.0176,1.0164,1.0164,1.0189,1.0188,1.0163,1.0173,1.0173,1.0173,1.0206,1.0206,1.0206,0.9862,0.4183,1.0203,0.4183,1.0250,0.9771,0.4182,0.9941,0.4183
1.8626,1.0256,1.0255,1.0256,1.0255,1.0256,1.0255,1.0208,1.0208,1.0208,1.0208,1.0209,1.0209,1.0209,1.0208,1.0208,1.0205,1.0192,1.0192,1.0208,1.0207,1.0198,1.0202,1.0202,1.0208,1.0208,1.0176,1.0163,1.0163,1.0189,1.0188,1.0163,1.0173,1.0173,1.0173,1.0206,1.0206,1.0206,0.9861,0.4147,1.0203,0.4148,1.0250,0.9771,0.4146,0.9941,0.4148
1.8726,1.0256,1.0254,1.0256,1.0255,1.0256,1.0255,1.0208,1.0208,1.0208,1.0208,1.0209,1.0209,1.0209,1.0208,1.0208,1.0205,1.0192,1.0192,1.0208,1.0207,1.0198,1.0202,1.0202,1.0207,1.0207,1.0176,1.0163,1.0163,1.0189,1.0188,1.0163,1.0172,1.0172,1.0172,1.0205,1.0205,1.0206,0.9861,0.4112,1.0203,0.4113,1.0250,0.9771,0.4111,0.9941,0.4113
1.8826,1.0255,1.0254,1.0256,1.0254,1.0256,1.0255,1.0208,1.0208,1.0208,1.0208,1.0209,1.0209,1.0209,1.0208,1.0208,1.0205,1.0192,1.0192,1.0207,1.0206,1.0198,1.0202,1.0202,1.0207,1.0207,1.0176,1.0163,1.0163,1.0189,1.0188,1.0163,1.0172,1.0172,1.0172,1.0205,1.0205,1.0206,0.9861,0.4077,1.0203,0.4078,1.0250,0.9771,0.4076,0.9940,0.4078
1.8926,1.0255,1.0254,1.0256,1.0254,1.0256,1.0254,1.0208,1.0208,1.0208,1.0208,1.0209,1.0209,1.0209,1.0208,1.0208,1.0204,1.0192,1.0192,1.0207,1.0206,1.0198,1.0202,1.0202,1.0207,1.0207,1.0176,1.0163,1.0163,1.0189,1.0188,1.0162,1.0172,1.0172,1.0172,1.0205,1.0205,1.0205,0.9861,0.4043,1.0203,0.4043,1.0250,0.9770,0.4042,0.9940,0.4043
1.9026,1.0255,1.0254,1.0255,1.0254,1.0255,1.0254,1.0207,1.0207,1.0207,1.0207,1.0209,1.0209,1.0209,1.0207,1.0207,1.0204,1.0192,1.0192,1.0207,1.0206,1.0198,1.0202,1.0202,1.0207,1.0207,1.0175,1.0163,1.0163,1.0189,1.0188,1.0162,1.0172,1.0172,1.0172,1.0205,1.0205,1.0205,0.9861,0.4009,1.0202,0.4009,1.0250,0.9770,0.4008,0.9940,0.4009
1.9126,1.0255,1.0254,1.0255,1.0254,1.0255,1.0254,1.0207,1.0207,1.0207,1.0207,1.0209,1.0209,1.0209,1.0207,1.0207,1.0204,1.0192,1.0192,1.0207,1.0206,1.0198,1.0202,1.0202,1.0207,1.0207,1.0175,1.0163,1.0163,1.0189,1.0188,1.0162,1.0172,1.0172,1.0172,1.0205,1.0205,1.0205,0.9861,0.3975,1.0202,0.3976,1.0249,0.9770,0.3974,0.9940,0.3975
1.9226,1.0255,1.0254,1.0255,1.0254,1.0255,1.0254,1.0207,1.0207,1.0207,1.0207,1.0208,1.0208,1.0208,1.0207,1.0207,1.0204,1.0191,1.0191,1.0207,1.0206,1.0197,1.0201,1.0201,1.0207,1.0207,1.0175,1.0163,1.0163,1.0188,1.0187,1.0162,1.0172,1.0172,1.0172,1.0205,1.0205,1.0205,0.9861,0.3942,1.0202,0.3942,1.0249,0.9770,0.3940,0.9940,0.3942
1.9326,1.0255,1.0254,1.0255,1.0254,1.0255,1.0254,1.0207,1.0207,1.0207,1.0207,1.0208,1.0208,1.0208,1.0207,1.0207,1.0204,1.0191,1.0191,1.0207,1.0206,1.0197,1.0201,1.0201,1.0207,1.0207,1.0175,1.0162,1.0162,1.0188,1.0187,1.0162,1.0172,1.0172,1.0172,1.0205,1.0205,1.0205,0.9860,0.3908,1.0202,0.3909,1.0249,0.9770,0.3907,0.9940,0.3909
1.9426,1.0255,1.0254,1.0255,1.0254,1.0255,1.0254,1.0207,1.0207,1.0207,1.0207,1.0208,1.0208,1.0208,1.0207,1.0207,1.0204,1.0191,1.0191,1.0207,1.0206,1.0197,1.0201,1.0201,1.0207,1.0207,1.0175,1.0162,1.0162,1.0188,1.0187,1.0162,1.0172,1.0172,1.0172,1.0205,1.0205,1.0205,0.9860,0.3876,1.0202,0.3876,1.0249,0.9770,0.3874,0.9940,0.3876
1.9526,1.0255,1.0253,1.0255,1.0254,1.0255,1.0254,1.0207,1.0207,1.0207,1.0207,1.0208,1.0208,1.0208,1.0207,1.0207,1.0204,1.0191,1.0191,1.0207,1.0206,1.0197,1.0201,1.0201,1.0207,1.0207,1.0175,1.0162,1.0162,1.0188,1.0187,1.0162,1.0171,1.0171,1.0171,1.0204,1.0204,1.0205,0.9860,0.3843,1.0202,0.3844,1.0249,0.9770,0.3842,0.9940,0.3844
1.9626,1.0255,1.0253,1.0255,1.0254,1.0255,1.0254,1.0207,1.0207,1.0207,1.0207,1.0208,1.0208,1.0208,1.0207,1.0207,1.0204,1.0191,1.0191,1.0207,1.0206,1.0197,1.0201,1.0201,1.0207,1.0207,1.0175,1.0162,1.0162,1.0188,1.0187,1.0162,1.0171,1.0171,1.0171,1.0204,1.0204,1.0205,0.9860,0.3811,1.0202,0.3811,1.0249,0.9770,0.3810,0.9939,0.3811
1.9726,1.0254,1.0253,1.0255,1.0253,1.0255,1.0254,1.0207,1.0207,1.0207,1.0207,1.0208,1.0208,1.0208,1.0207,1.0207,1.0204,1.0191,1.0191,1.0206,1.0205,1.0197,1.0201,1.0201,1.0207,1.0207,1.0175,1.0162,1.0162,1.0188,1.0187,1.0162,1.0171,1.0171,1.0171,1.0204,1.0204,1.0205,0.9860,0.3779,1.0202,0.3780,1.0249,0.9769,0.3778,0.9939,0.3779
1.9826,1.0254,1.0253,1.0255,1.0253,1.0255,1.0253,1.0207,1.0207,1.0207,1.0207,1.0208,1.0208,1.0208,1.0207,1.0207,1.0203,1.0191,1.0191,1.0206,1.0205,1.0197,1.0201,1.0201,1.0206,1.0206,1.0174,1.0162,1.0162,1.0188,1.0187,1.0161,1.0171,1.0171,1.0171,1.0204,1.0204,1.0204,0.9860,0.3747,1.0202,0.3748,1.0249,0.9769,0.3746,0.9939,0.3748
1.9926,1.0254,1.0253,1.0254,1.0253,1.0255,1.0253,1.0206,1.0206,1.0207,1.0207,1.0208,1.0208,1.0208,1.0206,1.0206,1.0203,1.0191,1.0191,1.0206,1.0205,1.0197,1.0201,1.0201,1.0206,1.0206,1.0174,1.0162,1.0162,1.0188,1.0187,1.0161,1.0171,1.0171,1.0171,1.0204,1.0204,1.0204,0.9860,0.3716,1.0201,0.3717,1.0249,0.9769,0.3715,0.9939,0.3717
2.0026,1.0254,1.0253,1.0254,1.0253,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0208,1.0208,1.0208,1.0206,1.0206,1.0203,1.0191,1.0191,1.0206,1.0205,1.0197,1.0201,1.0201,1.0206,1.0206,1.0174,1.0162,1.0162,1.0188,1.0187,1.0161,1.0171,1.0171,1.0171,1.0204,1.0204,1.0204,0.9860,0.3685,1.0201,0.3686,1.0249,0.9769,0.3684,0.9939,0.3686
2.0126,1.0254,1.0253,1.0254,1.0253,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0208,1.0208,1.0208,1.0206,1.0206,1.0203,1.0191,1.0191,1.0206,1.0205,1.0197,1.0201,1.0201,1.0206,1.0206,1.0174,1.0162,1.0162,1.0188,1.0187,1.0161,1.0171,1.0171,1.0171,1.0204,1.0204,1.0204,0.9860,0.3655,1.0201,0.3655,1.0248,0.9769,0.3654,0.9939,0.3655
2.0226,1.0254,1.0253,1.0254,1.0253,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0208,1.0208,1.0208,1.0206,1.0206,1.0203,1.0190,1.0190,1.0206,1.0205,1.0196,1.0200,1.0200,1.0206,1.0206,1.0174,1.0162,1.0162,1.0188,1.0187,1.0161,1.0171,1.0171,1.0171,1.0204,1.0204,1.0204,0.9859,0.3624,1.0201,0.3625,1.0248,0.9769,0.3623,0.9939,0.3625
2.0326,1.0254,1.0253,1.0254,1.0253,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0203,1.0190,1.0190,1.0206,1.0205,1.0196,1.0200,1.0200,1.0206,1.0206,1.0174,1.0161,1.0161,1.0187,1.0186,1.0161,1.0171,1.0171,1.0171,1.0204,1.0204,1.0204,0.9859,0.3594,1.0201,0.3595,1.0248,0.9769,0.3593,0.9939,0.3595
2.0426,1.0254,1.0253,1.0254,1.0253,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0203,1.0190,1.0190,1.0206,1.0205,1.0196,1.0200,1.0200,1.0206,1.0206,1.0174,1.0161,1.0161,1.0187,1.0186,1.0161,1.0171,1.0171,1.0171,1.0204,1.0204,1.0204,0.9859,0.3564,1.0201,0.3565,1.0248,0.9769,0.3563,0.9939,0.3565
2.0526,1.0254,1.0253,1.0254,1.0253,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0203,1.0190,1.0190,1.0206,1.0205,1.0196,1.0200,1.0200,1.0206,1.0206,1.0174,1.0161,1.0161,1.0187,1.0186,1.0161,1.0171,1.0171,1.0171,1.0204,1.0204,1.0204,0.9859,0.3535,1.0201,0.3535,1.0248,0.9769,0.3534,0.9939,0.3535
2.0626,1.0254,1.0253,1.0254,1.0253,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0203,1.0190,1.0190,1.0206,1.0205,1.0196,1.0200,1.0200,1.0206,1.0206,1.0174,1.0161,1.0161,1.0187,1.0186,1.0161,1.0171,1.0171,1.0171,1.0204,1.0204,1.0204,0.9859,0.3506,1.0201,0.3506,1.0248,0.9769,0.3505,0.9939,0.3506
2.0726,1.0254,1.0253,1.0254,1.0253,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0203,1.0190,1.0190,1.0206,1.0205,1.0196,1.0200,1.0200,1.0206,1.0206,1.0174,1.0161,1.0161,1.0187,1.0186,1.0161,1.0170,1.0170,1.0170,1.0204,1.0204,1.0204,0.9859,0.3477,1.0201,0.3477,1.0248,0.9769,0.3476,0.9939,0.3477
2.0826,1.0254,1.0252,1.0254,1.0253,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0203,1.0190,1.0190,1.0206,1.0205,1.0196,1.0200,1.0200,1.0206,1.0206,1.0174,1.0161,1.0161,1.0187,1.0186,1.0161,1.0170,1.0170,1.0170,1.0203,1.0203,1.0204,0.9859,0.3448,1.0201,0.3449,1.0248,0.9769,0.3447,0.9938,0.3449
2.0926,1.0254,1.0252,1.0254,1.0253,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0203,1.0190,1.0190,1.0206,1.0205,1.0196,1.0200,1.0200,1.0206,1.0206,1.0174,1.0161,1.0161,1.0187,1.0186,1.0161,1.0170,1.0170,1.0170,1.0203,1.0203,1.0204,0.9859,0.3420,1.0201,0.3420,1.0248,0.9769,0.3419,0.9938,0.3420
2.1026,1.0254,1.0252,1.0254,1.0253,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0203,1.0190,1.0190,1.0206,1.0205,1.0196,1.0200,1.0200,1.0206,1.0206,1.0174,1.0161,1.0161,1.0187,1.0186,1.0161,1.0170,1.0170,1.0170,1.0203,1.0203,1.0204,0.9859,0.3392,1.0201,0.3392,1.0248,0.9768,0.3391,0.9938,0.3392
2.1126,1.0254,1.0252,1.0254,1.0253,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0203,1.0190,1.0190,1.0206,1.0205,1.0196,1.0200,1.0200,1.0206,1.0206,1.0174,1.0161,1.0161,1.0187,1.0186,1.0161,1.0170,1.0170,1.0170,1.0203,1.0203,1.0204,0.9859,0.3364,1.0201,0.3364,1.0248,0.9768,0.3363,0.9938,0.3364
2.1226,1.0253,1.0252,1.0254,1.0253,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0203,1.0190,1.0190,1.0205,1.0204,1.0196,1.0200,1.0200,1.0205,1.0205,1.0174,1.0161,1.0161,1.0187,1.0186,1.0160,1.0170,1.0170,1.0170,1.0203,1.0203,1.0204,0.9859,0.3336,1.0201,0.3337,1.0248,0.9768,0.3335,0.9938,0.3337
2.1326,1.0253,1.0252,1.0254,1.0252,1.0254,1.0253,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0203,1.0190,1.0190,1.0205,1.0204,1.0196,1.0200,1.0200,1.0205,1.0205,1.0173,1.0161,1.0161,1.0187,1.0186,1.0160,1.0170,1.0170,1.0170,1.0203,1.0203,1.0204,0.9859,0.3309,1.0201,0.3309,1.0248,0.9768,0.3308,0.9938,0.3309
2.1426,1.0253,1.0252,1.0254,1.0252,1.0254,1.0252,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0202,1.0190,1.0190,1.0205,1.0204,1.0196,1.0200,1.0200,1.0205,1.0205,1.0173,1.0161,1.0161,1.0187,1.0186,1.0160,1.0170,1.0170,1.0170,1.0203,1.0203,1.0204,0.9859,0.3282,1.0201,0.3282,1.0248,0.9768,0.3281,0.9938,0.3282
2.1526,1.0253,1.0252,1.0254,1.0252,1.0254,1.0252,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0202,1.0190,1.0190,1.0205,1.0204,1.0196,1.0200,1.0200,1.0205,1.0205,1.0173,1.0161,1.0161,1.0187,1.0186,1.0160,1.0170,1.0170,1.0170,1.0203,1.0203,1.0203,0.9859,0.3255,1.0201,0.3256,1.0248,0.9768,0.3254,0.9938,0.3255
2.1626,1.0253,1.0252,1.0254,1.0252,1.0254,1.0252,1.0206,1.0206,1.0206,1.0206,1.0207,1.0207,1.0207,1.0206,1.0206,1.0202,1.0190,1.0190,1.0205,1.0204,1.0196,1.0200,1.0200,1.0205,1.0205,1.0173,1.0161,1.0161,1.0187,1.0186,1.0160,1.0170,1.0170,1.0170,1.0203,1.0203,1.0203,0.9859,0.3229,1.0201,0.3229,1.0248,0.9768,0.3228,0.9938,0.3229
2.1726,1.0253,1.0252,1.0253,1.0252,1.0254,1.0252,1.0206,1.0205,1.0206,1.0206,1.0207,1.0207,1.0207,1.0205,1.0205,1.0202,1.0190,1.0190,1.0205,1.0204,1.0196,1.0200,1.0200,1.0205,1.0205,1.0173,1.0161,1.0161,1.0187,1.0186,1.0160,1.0170,1.0170,1.0170,1.0203,1.0203,1.0203,0.9859,0.3202,1.0200,0.3203,1.0248,0.9768,0.3201,0.9938,0.3203
2.1826,1.0253,1.0252,1.0253,1.0252,1.0254,1.0252,1.0205,1.0205,1.0206,1.0206,1.0207,1.0207,1.0207,1.0205,1.0205,1.0202,1.0190,1.0190,1.0205,1.0204,1.0196,1.0200,1.0200,1.0205,1.0205,1.0173,1.0161,1.0161,1.0187,1.0186,1.0160,1.0170,1.0170,1.0170,1.0203,1.0203,1.0203,0.9859,0.3176,1.0200,0.3177,1.0248,0.9768,0.3175,0.9938,0.3176
2.1926,1.0253,1.0252,1.0253,1.0252,1.0253,1.0252,1.0205,1.0205,1.0205,1.0205,1.0207,1.0207,1.0207,1.0205,1.0205,1.0202,1.0190,1.0190,1.0205,1.0204,1.0196,1.0200,1.0200,1.0205,1.0205,1.0173,1.0161,1.0161,1.0187,1.0186,1.0160,1.0170,1.0170,1.0170,1.0203,1.0203,1.0203,0.9859,0.3150,1.0200,0.3151,1.0248,0.9768,0.3149,0.9938,0.3151
2.2026,1.0253,1.0252,1.0253,1.0252,1.0253,1.0252,1.0205,1.0205,1.0205,1.0205,1.0207,1.0207,1.0207,1.0205,1.0205,1.0202,1.0190,1.0190,1.0205,1.0204,1.0196,1.0200,1.0200,1.0205,1.0205,1.0173,1.0161,1.0161,1.0187,1.0186,1.0160,1.0170,1.0170,1.0170,1.0203,1.0203,1.0203,0.9859,0.3125,1.0200,0.3125,1.0248,0.9768,0.3124,0.9938,0.3125
2.2126,1.0253,1.0252,1.0253,1.0252,1.0253,1.0252,1.0205,1.0205,1.0205,1.0205,1.0207,1.0207,1.0207,1.0205,1.0205,1.0202,1.0190,1.0190,1.0205,1.0204,1.0196,1.0200,1.0200,1.0205,1.0205,1.0173,1.0161,1.0161,1.0187,1.0186,1.0160,1.0170,1.0170,1.0170,1.0203,1.0203,1.0203,0.9859,0.3099,1.0200,0.3100,1.0248,0.9768,0.3098,0.9938,0.3100
2.2226,1.0253,1.0252,1.0253,1.0252,1.0253,1.0252,1.0205,1.0205,1.0205,1.0205,1.0207,1.0207,1.0207,1.0205,1.0205,1.0202,1.0190,1.0190,1.0205,1.0204,1.0196,1.0200,1.0200,1.0205,1.0205,1.0173,1.0161,1.0161,1.0187,1.0186,1.0160,1.0170,1.0170,1.0170,1.0203,1.0203,1.0203,0.9859,0.3074,1.0200,0.3075,1.0248,0.9768,0.3073,0.9938,0.3075
2.2326,1.0253,1.0252,1.0253,1.0252,1.0253,1.0252,1.0205,1.0205,1.0205,1.0205,1.0207,1.0207,1.0207,1.0205,1.0205,1.0202,1.0190,1.0190,1.0205,1.0204,1.0196,1.0200,1.0200,1.0205,1.0205,1.0173,1.0161,1.0161,1.0187,1.0186,1.0160,1.0170,1.0170,1.0170,1.0203,1.0203,1.0203,0.9859,0.3049,1.0200,0.3050,1.0247,0.9768,0.3049,0.9938,0.3050
2.2426,1.0253,1.0252,1.0253,1.0252,1.0253,1.0252,1.0205,1.0205,1.0205,1.0205,1.0207,1.0207,1.0207,1.0205,1.0205,1.0202,1.0190,1.0190,1.0205,1.0204,1.0196,1.0200,1.0200,1.0205,1.0205,1.0173,1.0161,1.0161,1.0187,1.0186,1.0160,1.0170,1.0170,1.0170,1.0203,1.0203,1.0203,0.9858,0.3025,1.0200,0.3025,1.0247,0.9768,0.3024,0.9938,0.3025
